,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Buyer,Cust_Age,TotalBought,TotalFamily,Class,TotPurch,DiscPer,DiscAcc
1074,577,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,2,39,22,4,Lower,4,50.0,Middle Acceptance
1075,10855,1968,Master,Single,50014.0,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,1,47,396,2,Middle,13,15.384615384615385,Low Acceptance
1076,3081,1978,PhD,Married,41014.0,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,2,37,20,3,Middle,3,33.33333333333333,Middle Acceptance
1077,3535,1965,Graduation,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,1,50,967,1,Upper,12,8.333333333333332,Low Acceptance
1078,247,1971,Graduation,Married,36715.0,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,1,2,44,357,3,Lower,13,46.15384615384615,Middle Acceptance
1079,8707,1956,Graduation,Married,79456.0,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,1,2,59,1401,2,Upper,15,6.666666666666667,Low Acceptance
1080,9523,1982,Graduation,Together,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,2,33,15,3,Middle,3,33.33333333333333,Middle Acceptance
1081,6072,1970,Master,Single,75345.0,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,1,1,45,2087,1,Upper,19,5.263157894736842,Low Acceptance
1082,6295,1977,Graduation,Married,54233.0,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,0,2,38,981,3,Middle,22,18.181818181818183,Low Acceptance
1083,10914,1970,Graduation,Single,24163.0,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,0,1,45,17,3,Lower,4,50.0,Middle Acceptance
1084,1509,1958,PhD,Together,84460.0,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,1,2,57,523,2,Upper,22,0.0,Low Acceptance
1085,5577,1983,Graduation,Together,43776.0,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,0,2,32,23,3,Middle,3,33.33333333333333,Middle Acceptance
1086,7348,1958,PhD,Single,71691.0,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,1,1,57,1192,1,Upper,16,6.25,Low Acceptance
1087,1127,1973,PhD,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,2,42,1958,2,Upper,19,5.263157894736842,Low Acceptance
1088,1833,1974,PhD,Single,39190.0,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,1,41,133,2,Lower,7,28.57142857142857,Low Acceptance
1089,4944,1959,Graduation,Together,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,2,56,777,2,Upper,16,6.25,Low Acceptance
1090,9080,1972,PhD,Single,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,0,1,43,73,3,Lower,6,50.0,Middle Acceptance
1091,6466,1965,PhD,Married,57236.0,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0,2,50,121,4,Middle,7,42.857142857142854,Middle Acceptance
1092,9964,1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,1,36,424,2,Middle,14,7.142857142857142,Low Acceptance
1093,4790,1958,Graduation,Divorced,79803.0,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,1,57,868,2,Upper,12,8.333333333333332,Low Acceptance
1094,10245,1986,2n Cycle,Single,80910.0,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,0,1,29,756,1,Upper,14,7.142857142857142,Low Acceptance
1095,1109,1982,Master,Together,27590.0,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,2,33,12,3,Lower,3,33.33333333333333,Middle Acceptance
1096,6001,1979,Graduation,Married,56775.0,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,2,36,937,3,Middle,23,8.695652173913043,Low Acceptance
1097,5538,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,1,40,1862,1,Upper,17,0.0,Low Acceptance
1098,10552,1979,2n Cycle,Married,54210.0,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,2,36,367,3,Middle,12,16.666666666666664,Low Acceptance
1099,1545,1986,Graduation,Married,38508.0,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,0,2,29,443,3,Lower,14,42.857142857142854,Middle Acceptance
1100,7409,1970,Graduation,Together,53187.0,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,2,45,267,3,Middle,11,18.181818181818183,Low Acceptance
1101,4444,1972,Graduation,Married,30023.0,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0,2,43,61,3,Lower,5,20.0,Low Acceptance
1102,146,1960,PhD,Single,76045.0,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,1,55,1323,1,Upper,20,5.0,Low Acceptance
1103,6271,1952,PhD,Married,50870.0,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,2,63,63,3,Middle,5,20.0,Low Acceptance
1104,10065,1970,2n Cycle,Married,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,2,45,64,2,Lower,6,33.33333333333333,Middle Acceptance
1105,4741,1974,2n Cycle,Married,65463.0,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,2,41,562,3,Upper,17,11.76470588235294,Low Acceptance
1106,246,1965,Graduation,Married,66480.0,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,0,2,50,312,4,Upper,12,58.333333333333336,Middle Acceptance
1107,375,1954,Graduation,Divorced,76773.0,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,1,61,1156,1,Upper,15,6.666666666666667,Low Acceptance
1108,1524,1983,2n Cycle,Single,81698.0,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,1,1,32,1104,1,Upper,15,6.666666666666667,Low Acceptance
1109,10022,1973,PhD,Single,54466.0,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,1,42,16,3,Middle,3,33.33333333333333,Middle Acceptance
1110,7451,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,1,55,2008,1,Upper,19,0.0,Low Acceptance
1111,11010,1984,PhD,Single,16269.0,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,0,1,31,44,2,Lower,6,50.0,Middle Acceptance
1112,4356,1971,Graduation,Together,71819.0,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,2,44,1574,3,Upper,11,27.27272727272727,Low Acceptance
1113,3885,1983,PhD,Married,33569.0,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,2,32,63,3,Lower,4,25.0,Low Acceptance
1114,1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,2,32,426,2,Lower,11,9.090909090909092,Low Acceptance
1115,880,1966,Basic,Together,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,2,49,96,2,Lower,5,20.0,Low Acceptance
1116,2320,1978,2n Cycle,Married,47025.0,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,2,37,635,3,Middle,18,27.77777777777778,Low Acceptance
1117,850,1968,Graduation,Single,70566.0,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,1,47,757,2,Upper,20,10.0,Low Acceptance
1118,4713,1979,PhD,Married,31605.0,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,2,36,125,3,Lower,7,28.57142857142857,Low Acceptance
1119,675,1973,Master,Divorced,52034.0,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,1,42,332,3,Middle,11,45.45454545454545,Middle Acceptance
1120,5025,1979,Graduation,Single,48526.0,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,1,36,135,2,Middle,7,14.285714285714285,Low Acceptance
1121,2308,1954,Graduation,Married,46734.0,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,2,61,330,3,Middle,12,16.666666666666664,Low Acceptance
1122,5995,1962,Graduation,Divorced,39552.0,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,1,53,384,3,Lower,13,53.84615384615385,Middle Acceptance
1123,6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,1,49,1722,3,Upper,14,28.57142857142857,Low Acceptance
1124,1010,1977,Graduation,Together,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,2,38,78,5,Middle,5,40.0,Middle Acceptance
1125,8977,1985,Basic,Single,16581.0,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,1,30,24,1,Lower,3,33.33333333333333,Middle Acceptance
1126,4756,1952,2n Cycle,Divorced,63998.0,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,1,63,1168,1,Upper,24,4.166666666666666,Low Acceptance
1127,3412,1951,Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,2,64,957,3,Upper,13,30.76923076923077,Low Acceptance
1128,606,1967,Graduation,Single,25930.0,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,1,48,15,3,Lower,3,33.33333333333333,Middle Acceptance
1129,5961,1978,Graduation,Married,42693.0,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,2,37,57,3,Middle,4,25.0,Low Acceptance
1130,2975,1976,Graduation,Together,85606.0,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,2,39,1956,3,Upper,22,9.090909090909092,Low Acceptance
1131,2894,1985,Graduation,Single,72903.0,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,1,30,2013,1,Upper,20,5.0,Low Acceptance
1132,7613,1974,2n Cycle,Together,49669.0,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,2,41,326,3,Middle,12,16.666666666666664,Low Acceptance
1133,10542,1968,PhD,Married,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,2,47,77,4,Lower,6,50.0,Middle Acceptance
1134,8015,1962,PhD,Divorced,85696.0,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,1,53,1313,1,Upper,19,5.263157894736842,Low Acceptance
1135,10617,1989,Master,Divorced,10979.0,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,1,26,30,1,Lower,6,33.33333333333333,Middle Acceptance
1136,11166,1961,Graduation,Married,49678.0,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,2,54,315,3,Middle,12,16.666666666666664,Low Acceptance
1137,849,1953,Master,Together,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,2,62,660,3,Middle,18,22.22222222222222,Low Acceptance
1138,523,1989,Graduation,Married,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,2,26,74,3,Lower,6,16.666666666666664,Low Acceptance
1139,4066,1978,2n Cycle,Divorced,21282.0,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,1,37,46,2,Lower,5,40.0,Middle Acceptance
1140,8414,1962,PhD,Single,33419.0,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,1,53,86,2,Lower,6,33.33333333333333,Middle Acceptance
1141,819,1945,Graduation,Widow,63285.0,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,1,70,1103,1,Upper,24,4.166666666666666,Low Acceptance
1142,4961,1974,Master,Together,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,2,41,61,3,Lower,7,57.14285714285714,Middle Acceptance
1143,749,1981,Graduation,Together,42162.0,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,2,34,145,3,Middle,7,28.57142857142857,Low Acceptance
1144,5430,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,2,59,684,4,Middle,19,63.1578947368421,Middle Acceptance
1145,7755,1954,PhD,Married,57744.0,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,2,61,411,3,Middle,14,14.285714285714285,Low Acceptance
1146,10525,1986,Graduation,Single,26576.0,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,1,29,27,2,Lower,3,33.33333333333333,Middle Acceptance
1147,1453,1943,PhD,Widow,57513.0,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,1,72,1060,1,Middle,25,8.0,Low Acceptance
1148,8310,1964,Graduation,Together,68142.0,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,2,51,1459,3,Upper,21,14.285714285714285,Low Acceptance
1149,10710,1979,Graduation,Married,7500.0,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,2,36,18,3,Lower,3,33.33333333333333,Middle Acceptance
1150,5031,1974,Graduation,Together,83145.0,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,2,41,1833,2,Upper,25,4.0,Low Acceptance
1151,2613,1960,Master,Married,54197.0,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,2,55,237,3,Middle,10,20.0,Low Acceptance
1152,213,1963,PhD,Single,23091.0,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,1,52,48,3,Lower,6,66.66666666666666,High Acceptance
1153,967,1976,Graduation,Married,46049.0,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,2,39,515,4,Middle,16,62.5,Middle Acceptance
1154,1077,1974,Graduation,Together,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,2,41,1020,2,Middle,14,7.142857142857142,Low Acceptance
1155,7959,1961,Graduation,Married,79410.0,0,0,2014-05-29,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,2,54,1370,2,Upper,10,10.0,Low Acceptance
1156,640,1951,Graduation,Married,57304.0,0,1,2013-03-11,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,2,64,1026,3,Middle,23,8.695652173913043,Low Acceptance
1157,4252,1965,Graduation,Married,44375.0,0,1,2014-03-23,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,2,50,301,3,Middle,11,9.090909090909092,Low Acceptance
1158,8432,1956,Graduation,Together,54450.0,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,2,59,684,4,Middle,19,63.1578947368421,Middle Acceptance
1159,6218,1965,Graduation,Married,59594.0,0,1,2012-10-20,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,2,50,499,3,Middle,16,6.25,Low Acceptance
1160,6905,1994,Graduation,Together,80685.0,0,0,2012-08-22,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,2,21,1004,2,Upper,20,5.0,Low Acceptance
1161,5922,1974,PhD,Married,40344.0,0,1,2013-10-13,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,2,41,218,3,Lower,10,20.0,Low Acceptance
1162,3598,1972,Graduation,Married,62710.0,0,1,2013-05-23,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,2,43,606,3,Middle,18,22.22222222222222,Low Acceptance
1163,6116,1968,2n Cycle,Married,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,2,47,75,3,Middle,5,20.0,Low Acceptance
1164,6263,1968,Graduation,Together,35322.0,1,2,2012-08-22,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,2,47,106,5,Lower,6,50.0,Middle Acceptance
1165,10486,1948,Graduation,Married,77142.0,0,0,2013-05-29,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,2,67,990,2,Upper,16,6.25,Low Acceptance
1166,2410,1969,Graduation,Single,81657.0,0,0,2014-01-22,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,1,46,1097,1,Upper,15,6.666666666666667,Low Acceptance
1167,193,1996,Basic,Married,14421.0,0,0,2014-02-17,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,2,19,16,2,Lower,3,33.33333333333333,Middle Acceptance
1168,3363,1974,2n Cycle,Married,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,2,41,34,2,Lower,4,25.0,Low Acceptance
1169,8278,1990,PhD,Married,74214.0,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,2,25,1711,2,Upper,15,6.666666666666667,Low Acceptance
1170,10660,1957,Master,Married,66726.0,1,1,2014-01-12,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,2,58,438,4,Upper,14,21.428571428571427,Low Acceptance
1171,8686,1979,Basic,Together,23724.0,1,0,2013-01-08,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,2,36,75,3,Lower,5,40.0,Middle Acceptance
1172,1604,1960,Master,Married,47353.0,0,1,2013-11-13,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,2,55,225,3,Middle,10,30.0,Low Acceptance
1173,5907,1952,Master,Married,33444.0,1,1,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,2,63,18,4,Lower,3,33.33333333333333,Middle Acceptance
1174,10669,1981,Graduation,Married,54386.0,0,1,2013-05-17,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,2,34,470,3,Middle,15,13.333333333333334,Low Acceptance
1175,2918,1981,Graduation,Divorced,28510.0,1,1,2013-04-13,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,1,34,91,3,Lower,6,50.0,Middle Acceptance
1176,5735,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,1,24,2525,1,Upper,17,5.88235294117647,Low Acceptance
1177,359,1950,Graduation,Together,48070.0,0,1,2013-01-13,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,2,65,504,3,Middle,16,18.75,Low Acceptance
1178,8387,1957,Graduation,Married,43140.0,0,1,2013-01-05,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,2,58,235,3,Middle,10,10.0,Low Acceptance
1179,1829,1961,PhD,Divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,1,54,1232,2,Middle,18,16.666666666666664,Low Acceptance
1180,3839,1958,Basic,Single,15056.0,1,1,2013-05-03,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,1,57,88,3,Lower,7,71.42857142857143,High Acceptance
1181,9392,1971,Graduation,Single,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,44,17,2,Lower,3,33.33333333333333,Middle Acceptance
1182,2292,1985,Graduation,Single,22327.0,1,0,2013-08-02,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,1,30,24,2,Lower,4,25.0,Low Acceptance
1183,10466,1965,Graduation,Married,44393.0,1,1,2013-08-22,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,2,50,60,4,Middle,5,40.0,Middle Acceptance
1184,9855,1952,PhD,Single,62000.0,0,1,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,1,63,1020,2,Middle,25,4.0,Low Acceptance
1185,4088,1962,PhD,Together,31497.0,0,1,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,2,53,155,3,Lower,8,25.0,Low Acceptance
1186,5231,1974,2n Cycle,Married,45894.0,0,2,2014-02-27,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,2,41,51,4,Middle,4,25.0,Low Acceptance
1187,590,1970,Master,Divorced,78579.0,0,0,2012-12-22,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,1,45,1812,1,Upper,15,6.666666666666667,Low Acceptance
1188,8732,1969,Master,Widow,67369.0,0,1,2012-11-17,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,1,46,1461,2,Upper,21,19.047619047619047,Low Acceptance
1189,2315,1960,Graduation,Divorced,58401.0,0,1,2014-04-20,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,1,55,96,2,Middle,5,20.0,Low Acceptance
1190,3515,1952,Graduation,Single,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,1,63,160,2,Middle,8,12.5,Low Acceptance
1191,2245,1969,Master,Married,43641.0,1,1,2013-04-22,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,2,46,139,4,Middle,7,42.857142857142854,Middle Acceptance
1192,6283,1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,1,47,908,2,Upper,21,4.761904761904762,Low Acceptance
1193,2246,1965,2n Cycle,Married,46891.0,0,1,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,2,50,183,3,Middle,7,14.285714285714285,Low Acceptance
1194,6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,2,46,1161,3,Upper,17,11.76470588235294,Low Acceptance
1195,5545,1972,PhD,Married,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,2,43,988,2,Upper,13,7.6923076923076925,Low Acceptance
1196,7342,1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,1,54,1072,2,Middle,24,12.5,Low Acceptance
1197,837,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,2,38,174,4,Middle,8,50.0,Middle Acceptance
1198,9500,1959,Graduation,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,2,56,758,3,Middle,19,15.789473684210526,Low Acceptance
1199,3602,1958,Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,2,57,195,3,Middle,9,22.22222222222222,Low Acceptance
1200,234,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,1,36,31,2,Lower,4,50.0,Middle Acceptance
1201,2995,1957,Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,2,58,1084,2,Upper,16,6.25,Low Acceptance
1202,1118,1956,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,2,59,685,3,Middle,19,15.789473684210526,Low Acceptance
1203,7789,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,2,50,1672,2,Upper,25,4.0,Low Acceptance
1204,3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,2,25,43,2,Lower,5,20.0,Low Acceptance
1205,8955,1957,PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,2,58,49,4,Lower,4,25.0,Low Acceptance
1206,945,1965,Graduation,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,2,50,133,3,Lower,7,28.57142857142857,Low Acceptance
1207,5644,1957,Graduation,Together,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,2,58,363,3,Middle,13,15.384615384615385,Low Acceptance
1208,7192,1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,2,60,545,3,Upper,16,12.5,Low Acceptance
1209,2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,2,43,1065,3,Upper,29,6.896551724137931,Low Acceptance
1210,697,1969,Graduation,Together,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,2,46,2047,2,Upper,20,5.0,Low Acceptance
1211,3439,1972,Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,2,43,296,4,Middle,10,50.0,Middle Acceptance
